customer,recency,frequency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass
21-19DP-1550,5,82,57788.13,2,2,2,222
21-19DP-1553,17,93,75132.78000000001,3,2,1,321
21-19DP-1556,26,91,93313.71,3,2,1,321
21-19DP-1558,16,42,23691.980000000003,3,3,3,333
21-19DP-1564,1,107,79196.78999999998,1,1,1,111
21-19DP-1566,0,112,131156.55000000005,1,1,1,111
21-19DP-1567,44,186,179123.9499999999,3,1,1,311
21-19DP-1574,368,74,21469.99,4,2,3,423
21-19DP-1576,376,34,10657.949999999997,4,3,4,434
21-19DP-1578,13,46,25190.090000000004,3,3,3,333
21-19DP-1581,39,17,17200.189999999995,3,4,4,344
21-19DP-1582,5,138,90656.72999999998,2,1,1,211
21-19DP-1587,1,271,242009.8699999999,1,1,1,111
21-19DP-1588,375,26,22485.47,4,4,3,443
21-19DP-1589,369,32,30548.540000000005,4,4,3,443
21-19DP-1595,99,23,26181.220000000005,4,4,3,443
21-19DP-1597,3,31,13856.210000000003,1,4,4,144
21-19DP-1605,3,63,66329.53999999996,1,2,2,122
21-19DP-1606,0,59,69718.31999999998,1,3,1,131
21-19DP-1608,24,50,58565.419999999984,3,3,2,332
21-19DP-1611,0,137,118740.22000000002,1,1,1,111
21-19DP-1613,0,201,151418.27000000008,1,1,1,111
21-19DP-1616,9,39,18238.39,2,3,4,234
21-19DP-1617,59,174,119850.64999999995,4,1,1,411
21-19DP-162,0,52,35666.30000000001,1,3,3,133
21-19DP-1621,13,18,13333.210000000001,3,4,4,344
21-19DP-1622,7,76,59018.20000000001,2,2,2,222
21-19DP-1630,24,89,47797.499999999985,3,2,2,322
21-19DP-1632,7,29,17712.920000000002,2,4,4,244
21-19DP-1633,188,6,4841.63,4,4,4,444
21-19DP-1634,35,2,724.54,3,4,4,344
21-19DP-1636,52,9,5657.0199999999995,4,4,4,444
21-19DP-1637,1,15,9728.170000000002,1,4,4,144
21-19DP-1638,60,5,4781.95,4,4,4,444
21-19DP-1640,10,14,15130.21,2,4,4,244
21-19DP-1641,69,2,1432.1399999999999,4,4,4,444
21-19DP-1642,89,2,161.81,4,4,4,444
21-19DP-1643,32,12,9182.900000000001,3,4,4,344
21-19DP-1644,13,17,12060.74,3,4,4,344
21-19DP-1645,73,3,1105.19,4,4,4,444
21-19DP-1646,1,12,11072.45,1,4,4,144
21-19DP-1647,11,8,6154.47,2,4,4,244
21-19DP-1648,42,8,4634.51,3,4,4,344
21-19DP-1649,3,9,7243.24,1,4,4,144
21-19DP-1650,132,10,3374.77,4,4,4,444
21-19DP-1651,174,8,8454.51,4,4,4,444
21-19DP-1652,52,9,6658.400000000001,4,4,4,444
21-19DP-1653,143,20,6687.259999999999,4,4,4,444
21-19DP-1655,143,10,5439.089999999999,4,4,4,444
21-19DP-1656,58,9,9861.01,4,4,4,444
21-19DP-1657,184,3,3268.18,4,4,4,444
21-19DP-1658,37,5,4421.38,3,4,4,344
21-19DP-1659,37,4,2231.83,3,4,4,344
21-19DP-1660,143,2,1986.37,4,4,4,444
21-19DP-1661,9,7,9593.18,2,4,4,244
21-19DP-1662,108,8,6136.780000000001,4,4,4,444
21-19DP-1663,75,8,4546.849999999999,4,4,4,444
21-19DP-1664,18,17,11653.09,3,4,4,344
21-19DP-1665,164,2,1280.11,4,4,4,444
21-19DP-1666,62,8,6501.080000000001,4,4,4,444
21-19DP-1667,18,18,13625.519999999997,3,4,4,344
21-19DP-1668,70,3,2360.3199999999997,4,4,4,444
21-19DP-1669,7,4,2610.88,2,4,4,244
21-19DP-1670,35,16,9389.94,3,4,4,344
21-19DP-1671,35,2,1239.53,3,4,4,344
21-19DP-1672,60,8,1158.18,4,4,4,444
21-19DP-1673,142,7,4939.87,4,4,4,444
21-19DP-1674,74,19,13621.28,4,4,4,444
21-19DP-1675,192,3,365.46,4,4,4,444
21-19DP-1676,131,3,1685.18,4,4,4,444
21-19DP-1677,35,2,1732.49,3,4,4,344
21-19DP-1678,35,5,4542.71,3,4,4,344
21-19DP-1679,35,8,12379.09,3,4,4,344
21-19DP-168,4,40,28580.63,2,3,3,233
21-19DP-1680,45,5,6824.29,3,4,4,344
21-19DP-1681,33,11,6454.160000000001,3,4,4,344
21-19DP-1682,52,1,2341.26,4,4,4,444
21-19DP-1683,134,2,259.09000000000003,4,4,4,444
21-19DP-1684,67,14,6469.62,4,4,4,444
21-19DP-1685,1,6,7926.42,1,4,4,144
21-19DP-1686,67,7,3120.83,4,4,4,444
21-19DP-1687,59,16,7285.680000000001,4,4,4,444
21-19DP-1688,369,15,6031.999999999999,4,4,4,444
21-19DP-1689,388,11,5709.91,4,4,4,444
21-19DP-169,382,37,11454.579999999996,4,3,4,434
21-19DP-1690,382,18,10277.49,4,4,4,444
21-19DP-1691,382,17,10227.89,4,4,4,444
21-19DP-1692,572,2,991.8199999999999,4,4,4,444
21-19DP-1693,411,7,2698.22,4,4,4,444
21-19DP-1694,411,5,3492.35,4,4,4,444
21-19DP-1695,391,9,7063.0199999999995,4,4,4,444
21-19DP-1696,382,10,5404.5599999999995,4,4,4,444
21-19DP-1697,368,10,7130.7,4,4,4,444
21-19DP-1698,377,9,1774.5,4,4,4,444
21-19DP-1699,504,2,1941.8200000000002,4,4,4,444
21-19DP-1700,398,12,8145.13,4,4,4,444
21-19DP-1701,547,2,1868.18,4,4,4,444
21-19DP-1702,377,9,2677.29,4,4,4,444
21-19DP-1704,369,22,9707.689999999999,4,4,4,444
21-19DP-1706,388,23,13640.09,4,4,4,444
21-19DP-1707,375,51,15434.42,4,3,4,434
21-19DP-1708,4,274,131661.99000000002,2,1,1,211
21-19DP-1709,1,265,163219.52,1,1,1,111
21-19DP-1712,7,56,32955.020000000004,2,3,3,233
21-19DP-1714,16,50,48052.00000000001,3,3,2,332
21-19DP-1715,254,65,57145.15999999998,4,2,2,422
21-19DP-1716,24,91,63727.19000000001,3,2,2,322
21-19DP-1717,365,21,12314.920000000002,4,4,4,444
21-19DP-1718,16,52,40835.369999999995,3,3,2,332
21-19DP-1722,28,62,34390.07000000001,3,2,3,323
21-19DP-1724,14,8,6792.9800000000005,3,4,4,344
21-19DP-1725,75,26,17972.230000000003,4,4,4,444
21-19DP-1727,41,41,30064.150000000005,3,3,3,333
21-19DP-1729,16,35,30349.2,3,3,3,333
21-19DP-1730,368,25,17527.390000000003,4,4,4,444
21-19DP-1731,2,35,31323.699999999993,1,3,3,133
21-19DP-1732,1,235,362893.1299999997,1,1,1,111
21-19DP-1735,2,40,17445.300000000003,1,3,4,134
21-19DP-1737,0,59,41469.369999999995,1,3,2,132
21-19DP-1739,0,61,47191.159999999996,1,2,2,122
21-19DP-1740,16,39,45237.270000000004,3,3,2,332
21-19DP-1741,42,35,48128.530000000006,3,3,2,332
21-19DP-1742,36,45,32624.680000000008,3,3,3,333
21-19DP-1749,7,54,53913.75000000001,2,3,2,232
21-19DP-1750,1,63,57114.1,1,2,2,122
21-19DP-1752,365,34,37613.21,4,3,2,432
21-19DP-1755,0,145,53559.60000000002,1,1,2,112
21-19DP-1757,1,95,108713.84000000003,1,2,1,121
21-19DP-1761,6,69,83937.20000000001,2,2,1,221
21-19DP-1762,0,27,32103.06,1,4,3,143
21-19DP-1768,11,60,97188.57999999999,2,2,1,221
21-19DP-1769,389,38,51139.88999999999,4,3,2,432
21-19DP-1773,22,60,140106.46000000002,3,2,1,321
21-19DP-1775,44,13,3049.92,3,4,4,344
21-19DP-1776,41,28,8031.3899999999985,3,4,4,344
21-19DP-1777,365,16,7167.509999999998,4,4,4,444
21-19DP-1778,3,62,71771.60999999999,1,2,1,121
21-19DP-1779,2,116,422895.7899999999,1,1,1,111
21-19DP-1780,410,33,102451.04000000002,4,3,1,431
21-19DP-1781,410,31,94068.56000000001,4,4,1,441
21-19DP-1782,0,85,66708.76000000001,1,2,2,122
21-19DP-1783,5,54,60277.189999999995,2,3,2,232
21-19DP-1788,20,72,82273.97,3,2,1,321
21-19DP-1789,368,46,44184.70000000001,4,3,2,432
21-19DP-1790,373,54,59238.34,4,3,2,432
21-19DP-1791,8,29,23228.360000000004,2,4,3,243
21-19DP-1794,4,184,99152.95000000004,2,1,1,211
21-19DP-1797,6,142,145643.97999999998,2,1,1,211
21-19DP-18,1,63,38687.18,1,2,2,122
21-19DP-1803,4,240,202026.9900000001,2,1,1,211
21-19DP-1809,2,40,25632.81000000001,1,3,3,133
21-19DP-1811,74,29,10222.310000000001,4,4,4,444
21-19DP-1817,8,37,11051.099999999999,2,3,4,234
21-19DP-1824,3,56,34410.17999999999,1,3,3,133
21-19DP-1827,1,73,41189.54,1,2,2,122
21-19DP-1833,376,13,6362.870000000001,4,4,4,444
21-19DP-1834,45,39,74648.37000000001,3,3,1,331
21-19DP-1835,13,44,56643.42999999999,3,3,2,332
21-19DP-1837,383,18,21830.08,4,4,3,443
21-19DP-1839,0,200,148709.06000000003,1,1,1,111
21-19DP-1840,24,109,49063.07000000001,3,1,2,312
21-19DP-1843,133,7,2353.21,4,4,4,444
21-19DP-1849,369,101,66138.46999999997,4,1,2,412
21-19DP-185,0,184,115390.51999999997,1,1,1,111
21-19DP-1858,15,81,35869.17999999999,3,2,3,323
21-19DP-1859,102,10,1060.0,4,4,4,444
21-19DP-1862,6,101,36542.73,2,1,3,213
21-19DP-1865,0,57,15395.059999999998,1,3,4,134
21-19DP-1866,0,16,4005.75,1,4,4,144
21-19DP-1867,392,61,29692.879999999997,4,2,3,423
21-19DP-1869,374,43,26167.78,4,3,3,433
21-19DP-1872,4,108,52710.62999999996,2,1,2,212
21-19DP-1876,13,36,15922.55,3,3,4,334
21-19DP-188,26,4,1591.53,3,4,4,344
21-19DP-1882,8,63,29536.680000000004,2,2,3,223
21-19DP-1884,8,103,115364.45999999996,2,1,1,211
21-19DP-1890,13,36,18835.27,3,3,3,333
21-19DP-1893,3,104,33784.179999999986,1,1,3,113
21-19DP-1895,0,19,7138.020000000001,1,4,4,144
21-19DP-1896,1,82,30980.229999999992,1,2,3,123
21-19DP-190,12,127,67253.16,3,1,2,312
21-19DP-1902,37,87,62405.46999999999,3,2,2,322
21-19DP-1906,140,8,11857.080000000002,4,4,4,444
21-19DP-1914,3,22,18057.4,1,4,4,144
21-19DP-1916,2,162,70958.97999999992,1,1,1,111
21-19DP-192,373,60,35118.81,4,2,3,423
21-19DP-1920,15,113,88236.44000000002,3,1,1,311
21-19DP-1922,385,19,6493.110000000001,4,4,4,444
21-19DP-1928,1,47,38933.41,1,3,2,132
21-19DP-1931,8,53,25974.030000000006,2,3,3,233
21-19DP-1935,1,64,25669.579999999998,1,2,3,123
21-19DP-1941,16,80,34838.530000000006,3,2,3,323
21-19DP-1943,174,73,30851.47000000001,4,2,3,423
21-19DP-1947,29,12,11768.89,3,4,4,344
21-19DP-1953,1,48,33113.41,1,3,3,133
21-19DP-1954,11,48,45277.43000000001,2,3,2,232
21-19DP-1956,9,70,46211.609999999964,2,2,2,222
21-19DP-1957,213,25,17327.14,4,4,4,444
21-19DP-1970,38,23,22997.859999999997,3,4,3,343
21-19DP-1971,90,6,5039.7300000000005,4,4,4,444
21-19DP-1973,0,74,78405.78000000006,1,2,1,121
21-19DP-1982,1,111,121432.96999999996,1,1,1,111
21-19DP-1987,8,8,6700.59,2,4,4,244
21-19DP-1988,7,57,52783.16000000002,2,3,2,232
21-19DP-1989,39,103,38298.96000000004,3,1,2,312
21-19DP-1991,9,92,66350.60999999997,2,2,2,222
21-19DP-1998,4,33,28406.730000000007,2,3,3,233
21-19DP-2,0,60,27016.019999999993,1,2,3,123
21-19DP-2003,42,4,1604.25,3,4,4,344
21-19DP-2004,9,101,34778.48000000001,2,1,3,213
21-19DP-2007,17,37,14102.21,3,3,4,334
21-19DP-2009,0,64,27438.799999999996,1,2,3,123
21-19DP-2013,6,37,16507.57,2,3,4,234
21-19DP-2015,38,29,10584.12,3,4,4,344
21-19DP-2016,6,87,32078.469999999998,2,2,3,223
21-19DP-2022,368,52,13042.309999999998,4,3,4,434
21-19DP-2027,370,31,11992.029999999999,4,4,4,444
21-19DP-2029,371,75,24807.879999999997,4,2,3,423
21-19DP-203,382,22,12247.419999999998,4,4,4,444
21-19DP-2030,371,69,23880.579999999998,4,2,3,423
21-19DP-2038,16,23,5109.619999999999,3,4,4,344
21-19DP-2040,433,13,4450.349999999999,4,4,4,444
21-19DP-2045,30,40,39228.929999999986,3,3,2,332
21-19DP-2049,368,33,40321.62,4,3,2,432
21-19DP-2050,374,42,43284.729999999996,4,3,2,432
21-19DP-2051,10,69,67564.18999999997,2,2,2,222
21-19DP-2057,15,45,35590.84999999999,3,3,3,333
21-19DP-2058,367,16,12908.679999999998,4,4,4,444
21-19DP-2062,370,76,59391.72999999996,4,2,2,422
21-19DP-2064,5,141,100868.25,2,1,1,211
21-19DP-2065,5,67,49640.73999999998,2,2,2,222
21-19DP-2066,26,21,14252.59,3,4,4,344
21-19DP-2067,377,10,4407.599999999999,4,4,4,444
21-19DP-2069,138,56,28223.36,4,3,3,433
21-19DP-2070,51,95,34007.509999999995,4,2,3,423
21-19DP-2073,410,20,20272.11,4,4,3,443
21-19DP-2081,6,16,11001.79,2,4,4,244
21-19DP-2089,208,18,6814.19,4,4,4,444
21-19DP-2092,4,97,50215.810000000005,2,2,2,222
21-19DP-2098,42,38,10896.260000000002,3,3,4,334
21-19DP-2106,3,48,22466.190000000002,1,3,3,133
21-19DP-2113,6,177,118299.47000000003,2,1,1,211
21-19DP-2115,381,17,9267.11,4,4,4,444
21-19DP-2116,30,62,50811.41,3,2,2,322
21-19DP-2117,370,57,41679.689999999995,4,3,2,432
21-19DP-212,38,59,28334.700000000004,3,3,3,333
21-19DP-2121,7,49,25939.83,2,3,3,233
21-19DP-2128,3,48,17868.280000000002,1,3,4,134
21-19DP-2131,5,88,85741.50000000001,2,2,1,221
21-19DP-2138,1,80,98580.31999999996,1,2,1,121
21-19DP-2139,5,43,37356.28000000001,2,3,2,232
21-19DP-2141,24,20,12945.549999999997,3,4,4,344
21-19DP-2143,9,33,17749.850000000002,2,3,4,234
21-19DP-2150,31,29,23076.6,3,4,3,343
21-19DP-2153,23,11,9187.86,3,4,4,344
21-19DP-2158,6,52,35787.17,2,3,3,233
21-19DP-217,3,81,58517.04000000001,1,2,2,122
21-19DP-2174,365,43,31892.170000000006,4,3,3,433
21-19DP-2176,17,31,19697.95,3,4,3,343
21-19DP-218,5,106,39982.01,2,1,2,212
21-19DP-2181,81,23,5420.97,4,4,4,444
21-19DP-2184,54,13,1732.4299999999998,4,4,4,444
21-19DP-2189,13,96,31552.38999999999,3,2,3,323
21-19DP-2204,432,23,12497.09,4,4,4,444
21-19DP-2207,366,87,58530.27000000002,4,2,2,422
21-19DP-2208,378,39,19484.58,4,3,3,433
21-19DP-2216,29,80,21261.220000000005,3,2,3,323
21-19DP-2217,71,11,2224.7,4,4,4,444
21-19DP-2221,441,13,5487.94,4,4,4,444
21-19DP-2222,365,6,510.0,4,4,4,444
21-19DP-2223,372,3,2860.9,4,4,4,444
21-19DP-2224,372,12,4067.95,4,4,4,444
21-19DP-2225,541,2,143.63,4,4,4,444
21-19DP-2226,463,13,2867.4299999999994,4,4,4,444
21-19DP-2227,399,17,1784.2700000000002,4,4,4,444
21-19DP-2228,365,11,4826.019999999999,4,4,4,444
21-19DP-2229,519,2,814.0699999999999,4,4,4,444
21-19DP-2230,365,2,63.81,4,4,4,444
21-19DP-2231,519,6,3435.6099999999997,4,4,4,444
21-19DP-2232,172,9,2458.73,4,4,4,444
21-19DP-2233,8,10,2215.06,2,4,4,244
21-19DP-2234,23,8,3125.8199999999997,3,4,4,344
21-19DP-2235,206,2,727.1800000000001,4,4,4,444
21-19DP-2236,47,14,4293.490000000001,3,4,4,344
21-19DP-2237,252,2,934.1,4,4,4,444
21-19DP-2238,36,5,2175.7799999999997,3,4,4,344
21-19DP-2239,83,2,727.01,4,4,4,444
21-19DP-224,2,144,62355.64,1,1,2,112
21-19DP-2240,44,15,6146.410000000001,3,4,4,344
21-19DP-2241,0,3,1209.19,1,4,4,144
21-19DP-2242,1,12,4946.65,1,4,4,144
21-19DP-2243,460,7,5019.4800000000005,4,4,4,444
21-19DP-2244,12,9,11450.880000000001,3,4,4,344
21-19DP-2245,29,4,5480.78,3,4,4,344
21-19DP-2246,25,32,47452.80999999999,3,4,2,342
21-19DP-2247,34,5,6475.969999999999,3,4,4,344
21-19DP-2248,39,17,24331.74,3,4,3,343
21-19DP-2249,388,7,7092.14,4,4,4,444
21-19DP-2250,374,14,14084.570000000002,4,4,4,444
21-19DP-2251,407,14,15499.939999999999,4,4,4,444
21-19DP-2252,401,13,16499.149999999998,4,4,4,444
21-19DP-2253,47,6,6191.15,3,4,4,344
21-19DP-2254,22,13,10023.72,3,4,4,344
21-19DP-2255,16,44,39806.890000000014,3,3,2,332
21-19DP-2256,31,14,5397.539999999999,3,4,4,344
21-19DP-2257,66,3,844.78,4,4,4,444
21-19DP-2258,92,6,4087.72,4,4,4,444
21-19DP-2259,37,5,2908.4799999999996,3,4,4,344
21-19DP-226,22,55,26142.190000000002,3,3,3,333
21-19DP-2260,398,38,15549.759999999998,4,3,4,434
21-19DP-2261,375,28,10886.01,4,4,4,444
21-19DP-2262,8,61,42249.55999999999,2,2,2,222
21-19DP-2263,100,2,1551.66,4,4,4,444
21-19DP-2264,61,8,7732.129999999999,4,4,4,444
21-19DP-2265,430,2,1363.29,4,4,4,444
21-19DP-2267,81,12,4935.97,4,4,4,444
21-19DP-2268,35,11,4009.8700000000003,3,4,4,344
21-19DP-2269,19,14,8903.15,3,4,4,344
21-19DP-2270,1,39,21191.59,1,3,3,133
21-19DP-2271,51,10,8656.349999999999,4,4,4,444
21-19DP-2272,1,9,3617.1200000000003,1,4,4,144
21-19DP-2275,71,8,2320.4,4,4,4,444
21-19DP-2276,29,16,9244.630000000001,3,4,4,344
21-19DP-2277,111,12,3771.5400000000004,4,4,4,444
21-19DP-2278,33,57,44824.629999999976,3,3,2,332
21-19DP-2279,398,7,4326.08,4,4,4,444
21-19DP-2280,375,12,8385.41,4,4,4,444
21-19DP-2281,375,3,275.46,4,4,4,444
21-19DP-2283,375,5,4400.48,4,4,4,444
21-19DP-2284,378,10,5289.03,4,4,4,444
21-19DP-2285,378,4,1281.84,4,4,4,444
21-19DP-2287,13,28,11499.730000000001,3,4,4,344
21-19DP-2288,3,29,8534.109999999999,1,4,4,144
21-19DP-2289,2,10,3354.07,1,4,4,144
21-19DP-229,10,42,13198.679999999998,2,3,4,234
21-19DP-2290,20,16,5103.6,3,4,4,344
21-19DP-2292,27,8,2025.51,3,4,4,344
21-19DP-2293,2,17,5204.299999999998,1,4,4,144
21-19DP-2296,38,19,4769.110000000001,3,4,4,344
21-19DP-2297,113,8,1353.6599999999999,4,4,4,444
21-19DP-2298,585,2,440.91999999999996,4,4,4,444
21-19DP-2299,419,3,726.88,4,4,4,444
21-19DP-230,388,16,3115.62,4,4,4,444
21-19DP-2300,411,5,1168.76,4,4,4,444
21-19DP-2301,396,7,2067.22,4,4,4,444
21-19DP-2302,514,5,1267.95,4,4,4,444
21-19DP-2303,388,3,404.56000000000006,4,4,4,444
21-19DP-2304,434,2,104.55000000000001,4,4,4,444
21-19DP-2305,396,10,1709.01,4,4,4,444
21-19DP-2306,390,35,7922.89,4,3,4,434
21-19DP-2307,392,27,6603.41,4,4,4,444
21-19DP-2308,467,5,1122.5,4,4,4,444
21-19DP-2309,404,17,3785.9700000000003,4,4,4,444
21-19DP-2310,390,2,436.38,4,4,4,444
21-19DP-2311,451,5,1295.6799999999998,4,4,4,444
21-19DP-2312,398,5,1271.83,4,4,4,444
21-19DP-2313,396,3,504.71,4,4,4,444
21-19DP-2314,27,24,15894.919999999996,3,4,4,344
21-19DP-2315,152,7,4695.44,4,4,4,444
21-19DP-2316,14,29,17255.899999999998,3,4,4,344
21-19DP-2317,28,7,4634.6900000000005,3,4,4,344
21-19DP-2318,3,5,1558.14,1,4,4,144
21-19DP-2319,131,3,2727.4,4,4,4,444
21-19DP-2320,208,6,1925.3,4,4,4,444
21-19DP-2321,2,6,3499.4500000000003,1,4,4,144
21-19DP-2322,57,9,6318.349999999999,4,4,4,444
21-19DP-2323,36,7,4489.95,3,4,4,344
21-19DP-2324,28,10,6936.53,3,4,4,344
21-19DP-2325,420,7,3478.1699999999996,4,4,4,444
21-19DP-2326,385,7,4408.01,4,4,4,444
21-19DP-2327,365,15,7836.73,4,4,4,444
21-19DP-2329,420,5,1925.01,4,4,4,444
21-19DP-2330,390,9,7980.1900000000005,4,4,4,444
21-19DP-2331,420,12,9542.060000000001,4,4,4,444
21-19DP-2332,409,10,6496.39,4,4,4,444
21-19DP-2334,16,5,1902.0500000000002,3,4,4,344
21-19DP-2335,28,10,4208.82,3,4,4,344
21-19DP-2336,116,2,777.46,4,4,4,444
21-19DP-2337,242,3,2568.0,4,4,4,444
21-19DP-2338,56,7,4145.27,4,4,4,444
21-19DP-2339,40,4,1082.54,3,4,4,344
21-19DP-2340,84,6,2262.04,4,4,4,444
21-19DP-2341,0,14,6598.38,1,4,4,144
21-19DP-2343,52,10,4778.400000000001,4,4,4,444
21-19DP-2344,30,17,7661.879999999999,3,4,4,344
21-19DP-2345,374,36,18000.639999999996,4,3,4,434
21-19DP-2346,368,9,4144.4400000000005,4,4,4,444
21-19DP-2347,365,11,4881.710000000001,4,4,4,444
21-19DP-2348,445,5,2267.7200000000003,4,4,4,444
21-19DP-2349,21,5,4297.679999999999,3,4,4,344
21-19DP-2350,10,6,10011.82,2,4,4,244
21-19DP-2351,0,5,7768.630000000001,1,4,4,144
21-19DP-2353,38,22,18266.61,3,4,4,344
21-19DP-2354,148,7,5810.339999999999,4,4,4,444
21-19DP-2356,61,2,2272.79,4,4,4,444
21-19DP-2357,395,6,5454.05,4,4,4,444
21-19DP-2359,482,2,1727.25,4,4,4,444
21-19DP-2360,366,3,2845.16,4,4,4,444
21-19DP-2361,389,5,4545.42,4,4,4,444
21-19DP-2362,425,6,4516.05,4,4,4,444
21-19DP-2363,439,5,4640.639999999999,4,4,4,444
21-19DP-2364,371,3,2726.8,4,4,4,444
21-19DP-2365,396,12,10180.95,4,4,4,444
21-19DP-2366,419,4,3636.35,4,4,4,444
21-19DP-2367,206,5,4378.16,4,4,4,444
21-19DP-2368,34,3,1749.9,3,4,4,344
21-19DP-2369,34,9,6159.64,3,4,4,344
21-19DP-2370,75,4,1339.1799999999998,4,4,4,444
21-19DP-2373,43,20,10685.42,3,4,4,344
21-19DP-239,5,59,36501.29000000001,2,3,3,233
21-19DP-240,7,38,33970.75000000001,2,3,3,233
21-19DP-2403,13,51,37530.64,3,3,2,332
21-19DP-2407,4,71,23363.379999999997,2,2,3,223
21-19DP-2409,1,322,220887.15000000008,1,1,1,111
21-19DP-2411,4,71,439315.8600000002,2,2,1,221
21-19DP-2412,4,182,317291.3700000005,2,1,1,211
21-19DP-242,2,251,113122.03000000003,1,1,1,111
21-19DP-2423,3,99,49451.229999999996,1,2,2,122
21-19DP-2425,10,100,80094.98,2,2,1,221
21-19DP-2436,3,13,14171.82,1,4,4,144
21-19DP-2437,3,66,67014.28,1,2,2,122
21-19DP-2439,3,183,197733.47000000003,1,1,1,111
21-19DP-245,366,182,194172.6300000001,4,1,1,411
21-19DP-2452,1,69,76513.22,1,2,1,121
21-19DP-2453,4,92,48243.26,2,2,2,222
21-19DP-2463,63,17,13531.43,4,4,4,444
21-19DP-2465,5,21,15841.66,2,4,4,244
21-19DP-2468,1,60,47945.49999999999,1,2,2,122
21-19DP-2473,24,26,27400.560000000005,3,4,3,343
21-19DP-2484,66,11,7907.030000000001,4,4,4,444
21-19DP-2493,15,59,74514.17000000001,3,3,1,331
21-19DP-2499,9,121,113619.85999999991,2,1,1,211
21-19DP-251,1,83,43045.45999999999,1,2,2,122
21-19DP-2510,5,51,40744.359999999986,2,3,2,232
21-19DP-2520,0,136,140899.27999999997,1,1,1,111
21-19DP-2521,4,222,188847.18999999997,2,1,1,211
21-19DP-2530,47,40,33481.18,3,3,3,333
21-19DP-2532,13,98,79288.32,3,2,1,321
21-19DP-2535,11,270,63975.93000000013,2,1,2,212
21-19DP-2536,368,97,26526.91,4,2,3,423
21-19DP-2556,33,21,11746.929999999998,3,4,4,344
21-19DP-2583,5,173,133183.94,2,1,1,211
21-19DP-2584,127,66,31112.95999999999,4,2,3,423
21-19DP-2587,369,24,11541.800000000001,4,4,4,444
21-19DP-2590,24,28,28077.149999999994,3,4,3,343
21-19DP-2597,24,53,44618.24000000002,3,3,2,332
21-19DP-2603,390,33,39708.7,4,3,2,432
21-19DP-2604,395,17,9242.810000000001,4,4,4,444
21-19DP-2605,366,82,86056.12999999998,4,2,1,421
21-19DP-2606,366,44,23268.860000000008,4,3,3,433
21-19DP-2610,134,32,28314.640000000003,4,4,3,443
21-19DP-2616,4,104,102315.96,2,1,1,211
21-19DP-2622,8,45,19754.250000000004,2,3,3,233
21-19DP-2626,366,41,13649.810000000005,4,3,4,434
21-19DP-2630,365,20,16390.85,4,4,4,444
21-19DP-2631,1,36,36330.799999999996,1,3,3,133
21-19DP-2635,1,46,39078.70999999999,1,3,2,132
21-19DP-2636,45,41,36104.600000000006,3,3,3,333
21-19DP-2637,96,11,6808.469999999999,4,4,4,444
21-19DP-2641,52,3,1024.24,4,4,4,444
21-19DP-2653,3,45,27445.03999999999,1,3,3,133
21-19DP-2654,13,13,9955.23,3,4,4,344
21-19DP-2656,1,34,24672.41,1,3,3,133
21-19DP-2663,5,52,21967.77999999999,2,3,3,233
21-19DP-2665,63,11,4554.679999999999,4,4,4,444
21-19DP-2669,1,37,15433.91,1,3,4,134
21-19DP-2675,366,19,9192.33,4,4,4,444
21-19DP-2687,10,20,13549.160000000002,2,4,4,244
21-19DP-2696,266,38,22019.070000000003,4,3,3,433
21-19DP-2697,368,41,28667.180000000004,4,3,3,433
21-19DP-2699,65,13,8763.259999999998,4,4,4,444
21-19DP-2702,55,43,22716.52999999999,4,3,3,433
21-19DP-2719,114,18,12096.58,4,4,4,444
21-19DP-2726,26,56,36578.76999999999,3,3,3,333
21-19DP-2729,0,64,32406.900000000005,1,2,3,123
21-19DP-2730,0,30,8750.18,1,4,4,144
21-19DP-2741,5,58,17917.950000000004,2,3,4,234
21-19DP-2742,5,23,7253.470000000001,2,4,4,244
21-19DP-2745,16,16,7116.08,3,4,4,344
21-19DP-2751,3,80,37628.36999999996,1,2,2,122
21-19DP-2754,372,12,6111.949999999999,4,4,4,444
21-19DP-2757,424,4,1255.24,4,4,4,444
21-19DP-2761,422,9,4810.46,4,4,4,444
21-19DP-2772,42,23,19488.86,3,4,3,343
21-19DP-2773,38,12,11234.710000000001,3,4,4,344
21-19DP-2775,92,9,9826.38,4,4,4,444
21-19DP-2777,10,25,25011.990000000005,2,4,3,243
21-19DP-2788,30,24,24162.760000000006,3,4,3,343
21-19DP-2798,2,44,49996.119999999995,1,3,2,132
21-19DP-28,366,17,17349.559999999998,4,4,4,444
21-19DP-280,3,46,44788.18000000001,1,3,2,132
21-19DP-2804,17,36,32761.31000000001,3,3,3,333
21-19DP-2806,386,8,6804.840000000001,4,4,4,444
21-19DP-2819,105,60,58355.659999999996,4,2,2,422
21-19DP-2822,422,21,12671.250000000002,4,4,4,444
21-19DP-2824,401,20,13306.300000000003,4,4,4,444
21-19DP-2825,2,51,24944.37,1,3,3,133
21-19DP-2835,1,24,16286.250000000004,1,4,4,144
21-19DP-2840,1,63,41494.29,1,2,2,122
21-19DP-2849,13,55,66755.9,3,3,2,332
21-19DP-2859,12,103,69683.43999999999,3,1,1,311
21-19DP-2865,0,52,23773.33,1,3,3,133
21-19DP-2868,0,62,27430.320000000007,1,2,3,123
